"latitude","longitude","co2"
90,293.25,0.00061351975
90,294,0.00061351975
90,294.75,0.00061351975
90,295.5,0.00061351975
90,296.25,0.00061351975
90,297,0.00061351975
90,297.75,0.00061351975
90,298.5,0.00061351975
90,299.25,0.00061351975
90,300,0.00061351975
90,300.75,0.00061351975
90,301.5,0.00061351975
90,302.25,0.00061351975
90,303,0.00061351975
90,303.75,0.00061351975
90,304.5,0.00061351975
90,305.25,0.00061351975
90,306,0.00061351975
90,306.75,0.00061351975
90,307.5,0.00061351975
90,308.25,0.00061351975
90,309,0.00061351975
90,309.75,0.00061351975
90,310.5,0.00061351975
90,311.25,0.00061351975
90,312,0.00061351975
90,312.75,0.00061351975
90,313.5,0.00061351975
90,314.25,0.00061351975
90,315,0.00061351975
90,315.75,0.00061351975
90,316.5,0.00061351975
90,317.25,0.00061351975
90,318,0.00061351975
90,318.75,0.00061351975
90,319.5,0.00061351975
90,320.25,0.00061351975
90,321,0.00061351975
90,321.75,0.00061351975
90,322.5,0.00061351975
90,323.25,0.00061351975
90,324,0.00061351975
90,324.75,0.00061351975
90,325.5,0.00061351975
90,326.25,0.00061351975
90,327,0.00061351975
90,327.75,0.00061351975
90,328.5,0.00061351975
90,329.25,0.00061351975
90,330,0.00061351975
90,330.75,0.00061351975
90,331.5,0.00061351975
90,332.25,0.00061351975
90,333,0.00061351975
90,333.75,0.00061351975
90,334.5,0.00061351975
90,335.25,0.00061351975
90,336,0.00061351975
90,336.75,0.00061351975
90,337.5,0.00061351975
90,338.25,0.00061351975
90,339,0.00061351975
90,339.75,0.00061351975
90,340.5,0.00061351975
90,341.25,0.00061351975
90,342,0.00061351975
90,342.75,0.00061351975
90,343.5,0.00061351975
90,344.25,0.00061351975
90,345,0.00061351975
90,345.75,0.00061351975
90,346.5,0.00061351975
90,347.25,0.00061351975
90,348,0.00061351975
90,348.75,0.00061351975
90,349.5,0.00061351975
90,350.25,0.00061351975
90,351,0.00061351975
90,351.75,0.00061351975
90,352.5,0.00061351975
90,353.25,0.00061351975
90,354,0.00061351975
90,354.75,0.00061351975
90,355.5,0.00061351975
90,356.25,0.00061351975
90,357,0.00061351975
90,357.75,0.00061351975
90,358.5,0.00061351975
90,359.25,0.00061351975
89.25,0,0.0006137071
89.25,0.75,0.00061370654
89.25,1.5,0.0006137059
89.25,2.25,0.00061370526
89.25,3,0.00061370456
89.25,3.75,0.0006137039
89.25,4.5,0.0006137032
89.25,5.25,0.00061370246
89.25,6,0.00061370176
89.25,6.75,0.000613701
89.25,7.5,0.00061370025
89.25,8.25,0.0006136995
89.25,9,0.00061369874
89.25,9.75,0.0006136979
89.25,10.5,0.0006136971
89.25,11.25,0.0006136963
89.25,12,0.0006136954
89.25,12.75,0.0006136946
89.25,13.5,0.00061369373
89.25,14.25,0.00061369286
89.25,15,0.0006136919
89.25,15.75,0.00061369105
89.25,16.5,0.0006136901
89.25,17.25,0.0006136892
89.25,18,0.0006136884
89.25,18.75,0.0006136875
89.25,19.5,0.0006136867
89.25,20.25,0.0006136858
89.25,21,0.00061368494
89.25,21.75,0.00061368407
89.25,22.5,0.00061368314
89.25,23.25,0.0006136822
89.25,24,0.0006136813
89.25,24.75,0.0006136802
89.25,25.5,0.000613679
89.25,26.25,0.0006136777
89.25,27,0.00061367644
89.25,27.75,0.00061367516
89.25,28.5,0.0006136739
89.25,29.25,0.00061367254
89.25,30,0.00061367126
89.25,30.75,0.0006136699
89.25,31.5,0.0006136686
89.25,32.25,0.0006136672
89.25,33,0.00061366585
89.25,33.75,0.00061366445
89.25,34.5,0.0006136632
89.25,35.25,0.0006136622
89.25,36,0.00061366113
89.25,36.75,0.0006136601
89.25,37.5,0.00061365904
89.25,38.25,0.000613658
89.25,39,0.00061365694
89.25,39.75,0.00061365584
